id,symbol_id,last_price,last_price_change,price,percent_change,change,shares,market_value,gain,day_gain,return,amount_today,percent_today,total,total_percent,current_value,percent_account,quantity,average_cost,total_cost,amount_today_note,percent_today_note,timestamp,fees,side,current_price,user_id,portfolio_id,traded_fund
1919cfcb-8af8-4e4b-ba08-404e5c0849d8,3585e353-3d6e-4493-8374-ee35ed22850a,2428,396,79723,223,6369,2,2915,109822,124032,14197,10594,11250,12176,58401,73517,1354,22685,30709,66278,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695222000000,,,59098,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,32105
40f6b8b8-1e13-4897-8ec6-ec2c2237aa8b,3585e353-3d6e-4493-8374-ee35ed22850a,2341,1434,99676,1683,8829,5,1448,149404,178253,5203,8836,14753,17085,193530,75687,17074,30921,91,32137,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695225600000,,,91039,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,22313
612885a4-11a0-4041-99e1-7a1df74b2690,3585e353-3d6e-4493-8374-ee35ed22850a,1590,1989,98347,1414,9760,6,3089,77310,37871,2669,7630,1693,16318,26469,98200,15049,51968,46594,59522,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695229200000,,,45758,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,63613
f321c07e-e8f5-49ce-8cd9-05e28e19babc,3585e353-3d6e-4493-8374-ee35ed22850a,3683,485,94617,84,1226,4,1011,170946,90283,11047,36038,16871,8795,144733,79932,7928,58296,33007,61643,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695232800000,,,88606,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,48740
36d2c85b-5e05-4a26-a683-80f609938177,3585e353-3d6e-4493-8374-ee35ed22850a,5256,996,88128,244,18973,4,654,105803,112574,19077,26884,11930,17957,66697,71028,8466,39914,19007,6375,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695236400000,,,50670,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,6348
aeba4950-87bb-4d68-bcce-aa2989c19239,3585e353-3d6e-4493-8374-ee35ed22850a,3536,1556,81539,1472,12489,7,3739,1622,140224,14599,5511,11283,11978,67962,99438,2523,13508,39911,47587,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695240000000,,,18785,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,58204
fdcd4078-1a80-4998-874f-57316cdf5268,3585e353-3d6e-4493-8374-ee35ed22850a,7933,1974,83746,914,16041,9,1485,107325,132157,18453,38379,-63,22631,118175,65225,19775,7567,1793,25568,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695243600000,,,24601,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,44659
0f52ca6b-d67f-439e-9102-b9b63bd5743c,3585e353-3d6e-4493-8374-ee35ed22850a,4789,1751,87913,1616,7899,0,3914,10776,170345,19642,17891,10442,1616,123071,87499,12894,57280,17224,10860,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695247200000,,,4696,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,49116
c116a3be-0c20-4680-94d6-94cd9dde0f02,3585e353-3d6e-4493-8374-ee35ed22850a,3632,1688,71396,827,4110,7,1287,151836,103800,4214,17663,5967,25232,167888,3331,5377,40092,44400,5370,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695250800000,,,31279,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46985
26ca3f9f-ce80-4a4d-88bf-c58a9a1a183d,3585e353-3d6e-4493-8374-ee35ed22850a,358,292,80355,8,9619,9,2830,38134,58303,10385,9805,1072,15268,11494,9872,12509,10719,60122,48238,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695254400000,,,95221,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,18365
094d9bb7-6cc3-4e1c-b0e3-47c87343603e,3585e353-3d6e-4493-8374-ee35ed22850a,1439,0,85503,698,6843,2,124,91491,95685,7668,34966,9541,28062,190268,34367,9803,62632,31440,24284,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695258000000,,,60309,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,17273
ddfacfae-7bb9-4a38-8e45-6e885e98b424,3585e353-3d6e-4493-8374-ee35ed22850a,2956,1437,89128,123,8657,6,896,62183,124382,3880,12943,18923,21833,178087,65939,19008,31166,1584,77168,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695261600000,,,91795,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,9262
01d0ec00-45dd-48e5-9251-7cb5f0a07502,3585e353-3d6e-4493-8374-ee35ed22850a,7606,512,92783,1236,6297,0,2024,151947,-3721,8894,33591,6967,7057,114871,3510,1919,85494,53958,64966,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695265200000,,,14695,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,49114
f9b8cb65-cd5c-42dc-973c-266ccb7e7a5d,3585e353-3d6e-4493-8374-ee35ed22850a,5673,1524,89141,1282,7026,8,3311,35488,31899,7228,35214,15675,18610,99396,7110,19355,46431,21233,29601,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695268800000,,,71455,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,22661
a954caaf-94b0-4854-99f6-991d310698ea,3585e353-3d6e-4493-8374-ee35ed22850a,6317,1515,76931,735,1415,4,23,114472,41313,18260,23921,15446,28874,108711,16800,3622,24149,129,13615,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695272400000,,,59734,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,66040
dd80f975-7670-4964-b728-d5e99d3f6065,3585e353-3d6e-4493-8374-ee35ed22850a,5470,1278,79559,-93,12724,1,3152,133320,127053,19528,7301,615,4303,39148,92332,19624,63635,62192,62405,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695276000000,,,62296,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,23717
b2e72440-c954-4562-9a7c-419455b2c975,3585e353-3d6e-4493-8374-ee35ed22850a,4255,1897,96119,1314,10048,4,1908,-440,10018,2942,7532,9365,12655,26360,35478,6478,29944,31669,70692,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695279600000,,,51243,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,65404
3ba35f7d-28eb-40d6-a0a5-ae150d19476c,3585e353-3d6e-4493-8374-ee35ed22850a,7404,853,92244,554,15863,2,443,97375,163326,16248,8597,17765,15683,57796,43412,5921,86897,50182,34206,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695283200000,,,20189,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,11037
80cd03d0-92aa-4bf1-9096-e3070db00d4f,3585e353-3d6e-4493-8374-ee35ed22850a,7868,1841,99950,79,891,1,751,9242,106267,1905,18930,788,19382,168045,95084,13240,83991,43419,10339,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695286800000,,,87730,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,23405
734c317d-3049-4ca1-88c9-56bc29af92dd,3585e353-3d6e-4493-8374-ee35ed22850a,8565,1941,75884,1348,14477,8,1776,123790,71811,2379,23202,8743,16474,115556,57953,15808,45727,36489,31129,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695290400000,,,64952,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,34848
8bba751f-140e-47e1-90e2-123a19f5f001,3585e353-3d6e-4493-8374-ee35ed22850a,2140,948,95307,274,10817,4,3718,47819,142676,9276,11852,14315,25465,152973,18632,7185,87085,37033,53607,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695294000000,,,76627,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,69748
eeab8bb1-7728-483c-a7fc-8141a8f7de53,3585e353-3d6e-4493-8374-ee35ed22850a,3718,1238,90980,1188,6319,0,2787,56633,172843,4829,1114,16482,26758,198593,91583,5539,17255,32858,25944,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695297600000,,,1083,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,45992
5d9d8511-151b-4925-810e-c1c3111154ef,3585e353-3d6e-4493-8374-ee35ed22850a,5275,1652,85546,1871,900,5,2696,26744,149108,1575,28096,17598,10408,33560,64975,15907,77484,13366,26650,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695301200000,,,71098,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,9649
163a7c47-1764-430e-be20-501913860fa9,3585e353-3d6e-4493-8374-ee35ed22850a,5197,1058,80220,777,18248,8,1937,69167,75617,9257,27907,15458,6854,170531,67055,207,67746,13334,76682,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695304800000,,,38597,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,30654
ded6b8e5-399e-44f6-b10d-4239c7fa69df,3585e353-3d6e-4493-8374-ee35ed22850a,2543,575,90445,1415,15909,7,2175,188385,168123,7869,14635,-440,16878,31418,18733,2406,27991,2284,50047,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695308400000,,,9265,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,4880
0fee74ab-c12a-42d4-95e6-60fb3e054fc3,3585e353-3d6e-4493-8374-ee35ed22850a,5761,702,93026,1477,11158,2,1227,141297,123481,7978,17658,4207,12348,40732,3766,19226,89248,7168,69157,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695312000000,,,14554,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,32472
3de2b1b2-732e-4f6f-a4e3-e1d931546d75,3585e353-3d6e-4493-8374-ee35ed22850a,2247,1719,73418,1730,18054,9,483,45234,181539,9036,22529,12698,2167,152359,56573,14994,87325,66852,15706,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695315600000,,,81958,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,39505
57b45936-ce0c-457b-a9bf-6b84fe68bfec,3585e353-3d6e-4493-8374-ee35ed22850a,3928,1504,72569,1897,15731,6,684,71059,153148,7653,17564,14329,21167,38215,71832,6155,68011,43143,66442,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695319200000,,,32181,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,56529
040deddc-f68b-49e3-9302-68cdd4e7d2ac,3585e353-3d6e-4493-8374-ee35ed22850a,8354,1701,85445,-81,3017,1,3775,119186,75994,15770,11042,14303,17923,30948,64529,7688,8680,10808,19556,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695322800000,,,61721,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,64585
8546b816-4f39-4434-b9ea-08ae7c20be9f,3585e353-3d6e-4493-8374-ee35ed22850a,7014,1220,80043,1625,1490,1,2961,132057,82252,9845,35977,658,1757,158567,52682,16217,55646,63353,78387,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695326400000,,,53440,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,23835
c113976f-756c-4e7c-8f48-912a7c30e6a1,3585e353-3d6e-4493-8374-ee35ed22850a,4934,1812,83777,726,-419,4,2831,-6673,109002,5792,18400,15835,23394,32152,66139,38,49542,29312,61076,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695330000000,,,86913,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,45020
12c415dc-bc07-44ca-a20c-ad9d1b3d1f85,3585e353-3d6e-4493-8374-ee35ed22850a,139,912,84735,750,14203,8,2091,77628,148419,14692,24769,14666,17481,162597,4779,12622,6343,23202,13803,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695333600000,,,28449,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,50263
dd0b10dc-079a-45b8-ae64-46021adeff71,3585e353-3d6e-4493-8374-ee35ed22850a,5232,4,83494,1304,2003,3,1490,77425,157711,3479,32753,7571,21297,64501,95411,975,75784,1267,26540,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695337200000,,,39795,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,52583
1707d1d8-00cf-40b7-9660-cd56978c1bea,3585e353-3d6e-4493-8374-ee35ed22850a,381,487,84337,1569,18122,5,3030,47011,165517,17464,39543,8250,9393,145513,92361,2000,36859,66713,43534,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695340800000,,,75015,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,2317
20dce778-c535-4580-a42f-c3a90337aab5,3585e353-3d6e-4493-8374-ee35ed22850a,4985,1878,89151,1540,10451,5,1213,118291,99585,12973,36395,17016,21555,151447,87304,6785,13423,9573,64582,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695344400000,,,98125,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,34619
13655a44-afe8-4a61-ab7a-1c920aabd128,3585e353-3d6e-4493-8374-ee35ed22850a,487,1741,80345,1720,10980,1,1118,164626,167661,14013,14191,8804,12446,89858,76321,10080,26659,55367,67218,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695348000000,,,16552,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,56596
5518a179-24c9-46fc-a7c5-68591b4e80c5,3585e353-3d6e-4493-8374-ee35ed22850a,4829,1644,78104,1518,-152,0,3221,112061,58105,4942,22578,7644,6045,175350,24631,14115,43507,10358,59188,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695351600000,,,54478,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,57146
d2e87b75-faf9-42d9-b949-214e07026cab,3585e353-3d6e-4493-8374-ee35ed22850a,4434,698,76201,513,5054,3,1409,48181,123722,15389,29204,16662,28312,135284,51247,2096,24525,54508,76702,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695355200000,,,32744,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,35397
3361dfc1-fd44-4d35-9795-ad428db7e45a,3585e353-3d6e-4493-8374-ee35ed22850a,4504,1654,92781,1887,10048,0,1061,27530,121362,6644,37296,-179,7632,176500,55457,15755,12318,33568,4372,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695358800000,,,70291,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,41488
8dcd346a-3f22-46df-a864-ac30e578cd07,3585e353-3d6e-4493-8374-ee35ed22850a,4301,1308,75576,339,1751,2,130,172669,112878,12386,21476,17209,12513,47484,59726,16241,69546,4323,41312,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695362400000,,,38719,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,57305
a45d017f-f71a-4c64-90ac-a66eb0b1f287,3585e353-3d6e-4493-8374-ee35ed22850a,105,1606,81150,68,674,1,2032,178286,146470,17522,5777,18589,21015,105620,96629,15214,38835,63880,22714,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695366000000,,,97979,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,35964
ac1a97d4-9c6f-402e-a775-1aa768ddf0d5,3585e353-3d6e-4493-8374-ee35ed22850a,8152,592,78109,1137,16791,0,3640,126758,-4823,6973,8774,4780,15630,105911,84406,12536,52651,23081,24318,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695369600000,,,27712,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,45222
e2e50512-86ea-4066-bbd2-65c4515d9ae7,3585e353-3d6e-4493-8374-ee35ed22850a,5504,15,84123,194,-175,8,3038,138907,132265,12125,3815,15509,4901,93734,20671,16814,74744,58822,4087,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695373200000,,,78800,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,64863
83a95042-0c1c-4caf-a0f8-59037ab62089,3585e353-3d6e-4493-8374-ee35ed22850a,295,1470,89140,1160,2512,8,1618,168713,95055,3692,19631,3999,13253,106780,55105,18307,15652,4493,31880,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695376800000,,,39253,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,13685
4567fc16-e06e-45a0-ac0e-126d95bd5bb1,3585e353-3d6e-4493-8374-ee35ed22850a,6538,779,86586,745,11889,9,991,143589,126525,15145,20835,16645,8083,140536,47197,8259,19118,13588,61538,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695380400000,,,25610,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,61433
1ab75a65-0013-4343-9c0f-13ed8d791f5e,3585e353-3d6e-4493-8374-ee35ed22850a,1715,801,76075,604,8406,2,936,108284,124934,8674,30828,-640,334,16751,29570,6702,23613,30269,1185,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695384000000,,,4239,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,21381
ca0c74a7-4ba6-4021-ab25-aefe305e4052,3585e353-3d6e-4493-8374-ee35ed22850a,7893,1334,81998,-71,9762,3,3020,29818,150710,3977,39939,15004,15706,9122,22606,5041,44638,10807,20641,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695387600000,,,36803,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,39004
115b2e86-4f56-49d4-9d54-a5d0dc28d832,3585e353-3d6e-4493-8374-ee35ed22850a,8005,908,88235,728,8095,1,1776,169977,26715,8781,25248,5111,18662,82838,14387,7735,23449,374,5575,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695391200000,,,31897,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,5324
6d9e2a3b-dfaf-4b19-a75f-aff9aaeebf00,3585e353-3d6e-4493-8374-ee35ed22850a,376,1661,74087,1321,8053,6,2840,45012,177536,13781,28234,15202,8075,141361,88961,1130,58387,38878,54017,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695394800000,,,799,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,47487
b8ce1cda-dbbf-4e61-865e-b74d3da834da,3585e353-3d6e-4493-8374-ee35ed22850a,2269,209,92338,1789,6366,4,764,90795,109483,15111,10613,6545,8427,169637,92713,2736,4157,24693,74673,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695398400000,,,43546,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,13445
a7b3db6c-3154-484b-9b95-97c901ccce3a,3585e353-3d6e-4493-8374-ee35ed22850a,2107,1210,92338,1122,-656,5,3611,32455,86270,17159,11038,6996,11650,164719,48444,19513,79350,12280,66152,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695402000000,,,43508,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,48544
66fad6d7-d153-4f68-b1c7-e1a5e5e0a118,3585e353-3d6e-4493-8374-ee35ed22850a,4189,643,92338,1852,65,1,1687,141933,46595,19400,23023,4817,12114,42239,41376,7208,55787,12936,3611,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695405600000,,,98464,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,51350
70e77722-c178-4779-94b8-a0cb73c89676,3585e353-3d6e-4493-8374-ee35ed22850a,3930,906,92338,768,16083,8,90,189778,128150,2664,22849,17262,9106,137914,60377,13878,65538,9282,51955,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695409200000,,,84486,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,30014
9d25aa1d-7b0c-46be-b7a0-9b936dc92891,3585e353-3d6e-4493-8374-ee35ed22850a,6336,1392,92338,-25,9569,9,3288,99173,-9608,18152,7280,133,16750,2091,53843,16498,86901,16820,17315,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695412800000,,,83397,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,4096
200e918c-ebd2-43ad-8f83-c4e1a88258ee,3585e353-3d6e-4493-8374-ee35ed22850a,4087,1481,92338,1023,373,6,3888,188771,71372,17387,25615,15864,7197,181494,40636,19094,61661,44045,75311,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695416400000,,,54243,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,65975
92e38bbe-0b69-45fa-bfba-9a35f0aa260c,3585e353-3d6e-4493-8374-ee35ed22850a,3411,505,92338,465,2836,0,3009,27714,13576,207,35191,17686,1219,116388,31887,15552,54890,22252,73531,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695420000000,,,44900,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,12982
c07649d6-4482-48c0-a98d-59d9db89e29a,3585e353-3d6e-4493-8374-ee35ed22850a,1893,1395,92338,1645,11660,3,1205,75366,164425,4983,10492,12605,21358,70949,88985,742,18761,44583,48968,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695423600000,,,9158,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,4753
8788eaf2-0562-4b3a-a8c1-a7d25e285277,3585e353-3d6e-4493-8374-ee35ed22850a,6506,764,92338,1296,1327,4,1817,63102,9540,2037,17361,6185,2739,6740,82491,6089,50560,49070,2267,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695427200000,,,25484,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,34129
65629fc6-b0a1-4b0a-9c99-8a5bbbb6ea49,3585e353-3d6e-4493-8374-ee35ed22850a,4248,1412,92338,548,4329,9,203,124652,63577,7726,36255,14840,28021,123187,35412,12564,27810,58556,56966,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695430800000,,,90533,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,46571
9ffda267-064a-4146-a96e-11519f27965a,3585e353-3d6e-4493-8374-ee35ed22850a,1053,123,92338,454,1043,0,358,175489,69246,17518,30039,13051,16387,110978,14376,10483,12643,29744,53452,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695434400000,,,57927,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,52490
1653a4c0-434b-44eb-9ee7-058243c76336,3585e353-3d6e-4493-8374-ee35ed22850a,983,1529,92338,1503,16249,4,116,126978,103861,2065,22889,12971,24814,175701,94506,5973,5721,29910,72473,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695438000000,,,74724,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,303
087b0e8b-a318-438c-9da5-240a67a8c8bd,3585e353-3d6e-4493-8374-ee35ed22850a,5782,822,92338,734,6964,0,305,125543,42036,14259,22371,968,28648,6755,89986,11150,10599,21508,11523,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695441600000,,,93679,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,64708
28e584ed-3ca0-4402-90ce-a32196d850ad,3585e353-3d6e-4493-8374-ee35ed22850a,8646,1866,92338,1881,2087,1,3179,29563,-9367,18454,30311,5414,12714,8481,8976,3111,1988,49485,72325,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695445200000,,,21486,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,7445
d01088c1-03b0-4c71-ad50-e399ab0d9374,3585e353-3d6e-4493-8374-ee35ed22850a,1656,746,92338,1191,4039,5,1370,24401,6625,19850,18859,17707,29917,80111,95557,9155,85477,14134,27817,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695448800000,,,70772,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,31635
6d544226-6d2b-4dbf-a278-45e42f438e6a,3585e353-3d6e-4493-8374-ee35ed22850a,3079,768,92338,1491,14337,7,1237,20343,47695,15954,33634,4880,1520,137328,71457,2236,30799,18215,27132,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695452400000,,,86768,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,21603
546c5adc-1478-4ade-8393-60f67a6c0013,3585e353-3d6e-4493-8374-ee35ed22850a,3796,1102,92338,523,17289,6,573,12262,144181,2213,35647,976,16713,172853,7683,19509,20980,43969,40108,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695456000000,,,3176,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,40084
833d11a5-00aa-4af8-8175-d7e5b2e5008f,3585e353-3d6e-4493-8374-ee35ed22850a,8486,989,92338,840,13010,7,3313,92435,109952,696,17396,614,3957,98643,75067,11671,2338,23229,52032,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695459600000,,,28621,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,49667
e20b2eb1-6a11-4b45-8286-ad96405af3bb,3585e353-3d6e-4493-8374-ee35ed22850a,1613,1764,92338,1132,9612,8,3415,111843,20295,6789,237,11312,10090,172823,31594,11121,39766,27275,11122,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695463200000,,,61675,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,30341
5d59265a-e4a6-4725-bb38-f39e123661d0,3585e353-3d6e-4493-8374-ee35ed22850a,3947,353,92338,1469,11923,6,3215,98338,24943,5931,30100,15863,29390,127342,16327,11925,40721,17728,27936,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695466800000,,,34872,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,64705
f5c22210-3563-47e3-9e28-c70f70dfd7e2,3585e353-3d6e-4493-8374-ee35ed22850a,2142,1497,92338,253,6045,4,198,37988,129425,19846,32482,2815,18621,12462,31357,7971,59968,64641,56688,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695470400000,,,65418,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,57262
caa8d3c3-fd4d-4df1-bcb6-e40b6ce92545,3585e353-3d6e-4493-8374-ee35ed22850a,8135,1082,92338,885,3701,1,2584,99118,112913,5874,20315,10894,5481,150726,48235,5343,54021,49559,56837,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695474000000,,,43035,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,65006
80240c42-82d8-4678-a229-3b02399a7153,3585e353-3d6e-4493-8374-ee35ed22850a,5997,53,92338,96,12120,1,3480,15818,147482,17366,38761,11961,14582,25568,87516,9326,16007,32818,53280,Morbi vel lectus in quam fringilla rhoncus.,In hac habitasse platea dictumst.,1695477600000,,,25526,fbbcd517-4f2c-402c-b20d-d6ed2c1d4236,1,37810
